SubjectID_submitter,SampleID_submitter,Sample: Organism,Sample: Biosample type,Sample: Biosample description,Protocol: Material_type,Protocol: Assay,Protocol: Antibody,"Protocol: Platform (RNA-Seq, WGS)",Sample: Life_stage,Sample: Treatment,Sample: Material_amount,Sample: RIN,Protocol: Extraction_brief,Protocol: Experiment_description_brief,Protocol: Run_type,Protocol: Library_info_brief,Protocol: Read_length,Data contribution
NR,R9543528-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,8.1,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R9587366-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,4.4,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R9721493-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,5.5,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R9991313-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,8.2,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,R9996478-DLPFC,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,6,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",100,data contribution batch 2
NR,SM-2T6Z5,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,8.7,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",125,data contribution batch 2
NR,SM-2T717,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,5,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",125,data contribution batch 2
NR,SM-49KVA,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,3.5,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",125,data contribution batch 2
NR,SM-AYO4G,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,7.5,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",125,data contribution batch 2
NR,SM-AYOQN,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,6.4,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",125,data contribution batch 2
NR,SM-AYOSS,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,7.8,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end,"RNA sequencing libraries were prepared using the KAPA Stranded RNA-Seq Kit with RiboErase (kapabiosystems) in accordance with the manufacturer’s instructions, NovaSeq 6000 (Illumina)",125,data contribution batch 2
R4608288,RISK_101,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,5.3,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end," A Zephyr G3 NGS workstation (Perkin Elmer) was utilized to generate TruSeq stranded sequencing libraries (Illumina, 20020599) with custom unique dual indexes (IDT) according to the manufacturer’s instructions with the following modifications, NovaSeq 6000 (Illumina)",150,data contribution batch 3
R5735593,RISK_103_redo,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,1.7,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end," A Zephyr G3 NGS workstation (Perkin Elmer) was utilized to generate TruSeq stranded sequencing libraries (Illumina, 20020599) with custom unique dual indexes (IDT) according to the manufacturer’s instructions with the following modifications, NovaSeq 6000 (Illumina)",150,data contribution batch 3
R3519397,RISK_105_redo,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,2.9,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end," A Zephyr G3 NGS workstation (Perkin Elmer) was utilized to generate TruSeq stranded sequencing libraries (Illumina, 20020599) with custom unique dual indexes (IDT) according to the manufacturer’s instructions with the following modifications, NovaSeq 6000 (Illumina)",150,data contribution batch 3
R3039703,RISK_107,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,3.7,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end," A Zephyr G3 NGS workstation (Perkin Elmer) was utilized to generate TruSeq stranded sequencing libraries (Illumina, 20020599) with custom unique dual indexes (IDT) according to the manufacturer’s instructions with the following modifications, NovaSeq 6000 (Illumina)",150,data contribution batch 3
R3398943,RISK_109,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,4.5,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end," A Zephyr G3 NGS workstation (Perkin Elmer) was utilized to generate TruSeq stranded sequencing libraries (Illumina, 20020599) with custom unique dual indexes (IDT) according to the manufacturer’s instructions with the following modifications, NovaSeq 6000 (Illumina)",150,data contribution batch 3
R3736725,RISK_11,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,3.7,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end," A Zephyr G3 NGS workstation (Perkin Elmer) was utilized to generate TruSeq stranded sequencing libraries (Illumina, 20020599) with custom unique dual indexes (IDT) according to the manufacturer’s instructions with the following modifications, NovaSeq 6000 (Illumina)",150,data contribution batch 3
R2710934,RISK_111_redo,Human,Primary tissue,dorsolateral prefrontal cortex,RNA,eQTL,NA,"NovaSeq 6000 (Illumina), Illumina HiSeq X",Adult,NR,NR,2.4,"Samples were extracted using Qiagen's miRNeasy mini kit (cat. no. 217004) and the RNase free DNase Set (cat. no. 79254), and quantified by Nanodrop and quality was evaluated by Agilent Bioanalyzer.","cisQTL association testing was performed to generate summary statistics file including both nominal test statistics for each test, as well as region (gene) level association evidence",Paired-end," A Zephyr G3 NGS workstation (Perkin Elmer) was utilized to generate TruSeq stranded sequencing libraries (Illumina, 20020599) with custom unique dual indexes (IDT) according to the manufacturer’s instructions with the following modifications, NovaSeq 6000 (Illumina)",150,data contribution batch 3
